question_id,bad_word,question,question_sentiment_gold,answer,answer_sentiment_gold,username,
question_box_115850837905,fuck,Donna. Fuck you. You're such a loser. But i love you so fucking much legit. You're hella funny and such a sweet and strong girl and I really adore that about you. And I love our friendship because we were born pure idiots that dance in the mall... But i miss you so holla at me and let's hang!‎  vo,positive,Awe I love you vo bear and we need to Hang dude! And also our dance skills are the best. Like who wouldn't want us as there friendsBAHAHAHAH I LOVE YOU SO MUCH,positive,@Donnie24,
question_box_113922726846,ass,"Alright cunts, someone's gonna die, Emily ya see.. Is beautiful, and the person hiding behind ananimity is a heartless ugly monster who is quite frankly about to get cut the fuck up, Kay? Please leave her alone or I'll stomp a mud hole in your ass‎  Brandon Artz",negative,you're my favorite. (:,positive,@emilynkissel,
question_box_107334222564,asshole,What does money smell like?,positive,asshole & cocaine,positive,@lolkylah,
question_box_114301947976,ass,Yo ass fat ima hit,negative,chiilllllll,positive,@nicoleeiiee,
question_box_53366851367,nigga,Beef,positive,Twitter then nigga,positive,@LanceGross,
question_box_126031959214,ass,U ARE SF HOT I LOVE UR FACE EYES AND THAT ASS,positive,thankss,positive,@madison_nicole03,
question_box_125909885872,asshole,you're such an asshole I can't take it,negative,I probably can't stand you either,positive,@sarahfosco,
question_box_57676755426,fuck,Would you ever make a parachute jump?,positive,yeaahh ! sounds fun as fuck,positive,@AshleeyMunoz,
question_box_106095495208,ass,No I shall call u turtle and he's a fagot just like the other fagots in the fake ass bitch band,negative,If you're gonna call anyone a faggot at least spell it right. and you can call me babe when you make millions of dollars and magically turn into Zayn Malik,positive,@karabearrr,
question_box_132772389733,fucking,how was first day of school?,positive,"Spanish is hilarious with austin trevin and phillip. Mr. Watson has a candy machine so I won't get bored in math. HOLY GOD MY SCIENCE IS SO BORING. orchestra was kinda cool. English wasn't bad. I sit with Jp,emmie,Josh poston,Phillip, and Julia so it's pretty fun. was able to get 6th period cross country so yay. it's so fucking hot when we run though.",positive,@its_hansonnn,
question_box_126196709573,fuck,"Marry, fuck, date or pass for a like",positive,Lol k,positive,@alenasoares,
question_box_107526904648,nigga,"Damn, nigga. You know him. Lol",positive,Ohh really cx lol,positive,@iloveetacos_14,
question_box_11008335816,suck,You're my peasant. HAHA. THE TABLES HAVE TURNED. #rude #bitches #can #suck #my #d.  #rude #hoodratniqqa #ratchet #santaana>#fountainvalley #homequrl,positive,"all up in da hooood, ratchetqueeen.",positive,@potatoesaredelicious,
question_box_114054144506,kill,Why do people kill each other?,positive,lots of reasons.,positive,@niambailey,
question_box_122439893561,bitch,what was the last sing you listened to?,positive,"Song** and I'm listening to ""The Bitch Came Back"" right now",positive,@MaddySmith22,
question_box_118694219706,kill,Uncle brad‎  kill me,positive,Yes?,positive,@BradleySimpsonVEVO2,
question_box_120927698006,fucking,tbh: Gosh dammit boo you're so fucking pretty. I MISS YOU SO MUCH UGHHH I love you and you're so fun to cuddle with ughhh love you❤️❤️❤️ rate: 1000000000000,positive,I miss you ❤️Love you too❤️❤️,positive,@boo_eschenbach,
question_box_118514490148,fuck,Can we fuck?!?!,positive,Sure,positive,@jaycobplymale,
question_box_107994315336,cut,have you ever cut,positive,Noo,positive,@nicoleeiiee,
question_box_122884723725,ass,Put  your kik in my inbox??‎  ❤️.Nakia Marie McElroy.❤️,positive,Maybe lol cause if you post it ima have to kill your ass,positive,@QuailianDotson,
question_box_115369615014,bitch,Wow bitch,positive,tough nutz,positive,@jennaa_ameyy,
question_box_130552531320,die,...‎  Ye olde poetic ghost writer,positive,"There are some interesting parallels on social media and real life. For instance people in real life will become a part of your life without warning or expectation. Some will come into your life even if expected but may or may not be welcomed. People will leave in real life too. Some may die, some may move one, sometimes you know why and sometimes you don’t. People can and do say things on social media that they probably would not do in real life. I am always impressed with the quality and character of those who even given the opportunity to remain unknown, choose to act with dignity and class. Those are the ones I will choose to follow. Those are the type of people I would want to be friends with in real life too!",positive,@SloanYecats,
question_box_126885852634,ass,"In three words, how would you describe your best friend?",positive,Boss ass bitch,positive,@bekahu,
question_box_127933890670,shit,"Would you rather get cummed on your face,tits or hands? Please pick one",negative,HOW BOUT I SLAP THE SHIT OUT OF YOU AND TIE U UP TO A CHAIR AND THROW OIL ON YOU AND LIGHT YOU UP ☺,negative,@SodanyRos,
question_box_113235791532,cut,I know kissing alucard was a big mistake and I admit that‎  bradley brown,positive,"Well, I believe you. You're pretty lucky that you're alive to realize that, though. The last time someone touched Alucard, Mina cut off all their arms and their head.",positive,@IzabelvonStein,
question_box_130930679777,shit,Don't start shit with me. I won't hesitate. I will make your life a living hell for 8th grade. Stay safe out there.,negative,don't worry about it.,positive,@downhearts,
question_box_123928948814,fuck,Damn fucken haters ha and if you like him fuck everyone else ha I heard Arturo's a pretty cool dude just saying ha(:‎  Arturo™,positive,Thanks bro !(:,positive,@Daisyochoa102,
question_box_114209423918,die,"When they shake it, it falls on them then They die.",positive,"Oh, that's harsh.",positive,@Lillie_3,
question_box_119620599742,ass,Your bf is fat,negative,judgmental ass. bye,negative,@emilynkissel,
question_box_124215634086,stfu,SAMI CONGRATS ON THE KISS!,positive,Uh stfu,negative,@samicarriker,
question_box_123349514084,stfu,Lmao girl you ain't ready for this tongue game,positive,If you don't stfu couldn't get this on your best day..,negative,@heyitsdejaa,
question_box_105216684616,ass,"wow, your ass isnt even the best part about you... your smile is <3",positive,aww thanks babe <3,positive,@nicoleeiiee,
question_box_105853984072,ass,Tbh: you are sexy and you talk to the wrong people ! You need niggas like me that know how to hit it ;) and you have a nice ass and nice boobs !! Btw I saw your sister like an hour ago at the mall :)‎  Papi Adam,positive,ahaha thanks yo ! :) and what wrong people do i talk to ? lmaoo,positive,@nicoleeiiee,
question_box_119918073888,fuck,No. But fuck you,negative,okay.... and im going to ask why,positive,@GeorgiaRae8,
question_box_113957539289,shit,"What's the best way to spend $1,000,000?",positive,Justin Bieber merchandise ofc :) jk ummm some to charity and shit I want lol,positive,@carmelladeleon,
question_box_116541988771,fuck,does Josh G like you,positive,"Idk. Why y'all ask him yourself? I told him to fuck himself yesterday after some crap happened and now idk if we're ever friends, and I'm pretty sure I ruined the best relationship I've had in a while. So please stop asking about, my old ask got questions about him all the time. I just want my relationship with him to stay between me and him right now.",positive,@punkoverfunk,
question_box_102876901192,stfu,Stfu and take the compliment haha‎  Papi Adam,positive,alrightyy lmaoo,positive,@nicoleeiiee,
question_box_129675169311,die,If u were to die today what would u say was the best day of your life,positive,easily back on June 14th 2007,positive,@zach_kes,
question_box_113441651571,fucking,"i hate when people call me that, is it so fucking hard to say Anastasia-.-‎  Anastasia",positive,Ok ana:),positive,@saraa_ghb,
question_box_120365549892,die,Crap I have no powers....  Stupid Eggman made me with no powers!!!!!!!‎  Sally Williams,positive,"Though that doesnt mean I can not still kill people with my fishes claws... I now one thing that I can do... I can disappear and turn off the lights and punch/kick people thats bout it...Eggman if your reading this then I have one thing to say to you... GIVE MEH SOME POWERS OR DIE!!!!!!!Whoa wait hold on, is this person referring to the ""good"" side of me or the bad? Cause if the person is referring to the ""good"" side of me then... that means I might have powers after all!! >:D  ",positive,@TailsDoll2,
question_box_124990464559,shit,OH SHIT KILLEM CAR,positive,THX,positive,@carissa_nohle,
question_box_120423689379,fuck,do you want to fuck dylan,positive,NO ELLYCE,positive,@nicolebriscoeeee,
question_box_126429147251,fucking,"Tbh sa we've always been pretty close, ur fucking weird like I can't even handle it but u could be funny only sometimes, I wanna come see u at ur dance bitch so but me a ticket when ur doing ur show ya thanks, but um I love u a lot and I'm always here for u lovie❤️❤️‎  Stefanie Eliopoulos",positive,aww loveyouu steff❤️,positive,@saraa_ghb,
question_box_123699596274,cut,"Hi Lisa! Stumbled upon your blog last year and you are someone I look up to-- woohoo, women in games! I'm a lead designer at a small studio and have designing games for mobile for 2 years now. What are your thoughts on transitioning from mobile game design to AAA game design in terms of the kind of",positive,"Aw, thanks! ^_^ (Oh God I really need to update my wordpress theme if people are stumbling upon my blog! :O).Also your question got cut off so I don't know the terms you were going to define, but I'll just take a best guess. Also note that having never been a designer on mobile games I'm speaking from one end of the spectrum here, but I do have a case study for you. My friend, David Shaver, transitioned from working primarily on mobile and casual games to becoming a designer at Respawn on Titanfall, so it is quite possible to do! However, most of what he did to sharpen up his AAA design skills to a quality level was done in his spare time on side projects. You can check that out here:  asked Dave for some words of wisdom on making the transition. Here's a summary of what he told me:1. Work your butt off on the side to build high quality work for the portfolio that demonstrates AAA skillset2. ""Jack of all trades"" skillsets, in his opinion, were more valued in mobile whereas AAA seeks out specialists. This isn't true of all places (Insomniac has more general designers, for example), but it certainly helps to be able to demonstrate a specific skillset (level design, combat, systems design, etc).3. Networking is important, and the mobile and AAA spheres can be a little different, so go out of your way to network with AAA folks.I'd say the skills you need in AAA depends on the types of games you want to work on, and then just being able to show off those skills, be that combat or quest design or whatever. I think whatever you're looking to get into, it's going to require supplemental portfolio work.I hope that answers the question! If it didn't, please feel free to follow-up :)",positive,@Wertle,
question_box_125680715659,shit,sorry it was me asking all u those questions about ayah and tommy‎  Eric Hastings,positive,It's fine. But honestly don't do that shit again,positive,@Ala_Yacoub,
